id = 163
editor = MH

collaboration = CLAS
process = ep2epgamma
exptype = fixed target
year = 2018
reference = arxiv.org/pdf/1810.02110

### Scattering Process

frame = Trento

in1energy = 5.88
in1particle = em
in1energyunit = GeV
in1polarizationvector = L
in1polarization = 1

in2particle = p

out1particle = em
out2particle = p
out3particle = gamma


### Observable
# XLU


y1name = XLU
y1namelong = Beam Helicity dependent Cross Section
y1unit = nb/GeV^4
y1value = column5
y1errorstatistic = column6
y1errorsystematic = column7


### x-axes

x1name = xB
x1unit = 1
x1value = column1

x2name = Q2
x2unit = GeV^2
x2value = column2

x3name = tm
x3unit = GeV^2
x3value = column3

x4name = phi 
x4unit = deg
x4value = column4

### Data
#
# CLAS 2018 XLU
#
#  xB      Q2    -t  phi     XLU             stat            syst
######################################################################
0.244  1.85   0.203  202.6  -0.00377055      0.0142192       0.00261854
0.244  1.85   0.203  217.7  -0.0191124       0.00942485      0.0021507
0.244  1.849  0.203  232.7  -0.0116338       0.0112875       0.00476897
0.244  1.849  0.203  247.8  -0.0114508       0.0165537       0.00657237
0.244  1.848  0.203  262.9  -0.0561889       0.00967053      0.00424658
0.244  1.847  0.203  277.9  -0.0798832       0.0165332       0.0104872
0.244  1.847  0.204  292.9  -0.0568488       0.0178786       0.0101619
0.244  1.846  0.204  308    -0.0528163       0.0246186       0.00564343
0.244  1.846  0.204  323    -0.0959428       0.0206878       0.00925722
0.244  1.845  0.205  337.9  -0.0178487       0.0214939       0.00426721
0.244  1.845  0.205  352.6  -0.0541319       0.026431        0.00679671
0.245  1.835  0.263  7.5    0.10231          0.0403135       0.0446693
0.244  1.845  0.264  22.1   0.066519         0.0232172       0.008962
0.244  1.846  0.264  36.9   0.0328429        0.0107792       0.00503119
0.244  1.846  0.263  51.9   0.0685919        0.0108579       0.00458762
0.244  1.847  0.263  67     0.0812068        0.0117159       0.0124331
0.244  1.848  0.262  82     0.0391915        0.0104389       0.00441754
0.244  1.848  0.262  97.1   0.048739         0.00784457      0.00321157
0.244  1.849  0.262  112.2  0.0427503        0.00865544      0.00683691
0.245  1.849  0.262  127.2  -0.00176399      0.0079919       0.00228182
0.245  1.85   0.262  142.3  0.00393013       0.00935043      0.00557707
0.245  1.85   0.262  157.4  0.0245249        0.00846225      0.00375996
0.245  1.85   0.262  172.5  -0.0208764       0.0196558       0.00291342
0.245  1.85   0.262  187.5  0.0255137        0.020864        0.0140302
0.245  1.85   0.262  202.6  0.0490255        0.0808051       0.00300793
0.245  1.85   0.262  217.7  -0.0221492       0.00685852      0.00195385
0.245  1.849  0.262  232.8  0.0088395        0.00912089      0.0037033
0.244  1.849  0.262  247.8  -0.0231793       0.00951146      0.00598769
0.244  1.848  0.262  262.9  -0.0419322       0.00855138      0.00251909
0.244  1.848  0.262  278    -0.0349717       0.0086995       0.00572245
0.244  1.847  0.263  293    -0.0440451       0.0105236       0.00451545
0.244  1.846  0.263  308.1  -0.0753489       0.013475        0.00507158
0.244  1.846  0.264  323.1  -0.0697878       0.0137324       0.00544991
0.244  1.845  0.264  337.9  -0.0953337       0.0192355       0.0100927
0.245  1.835  0.263  352.5  0.0563122        0.026375        0.103942
0.245  1.837  0.342  22.4   0.118916         0.0330292       0.0384346
0.244  1.846  0.343  36.7   0.0505198        0.0113886       0.00669122
0.244  1.846  0.342  51.8   0.0413925        0.00804757      0.00423504
0.244  1.847  0.341  66.9   0.0341951        0.007602        0.00458155
0.244  1.848  0.341  82     0.0198688        0.00870528      0.0029726
0.245  1.848  0.341  97.1   0.0146308        0.00868964      0.00546661
0.245  1.849  0.341  112.2  0.016242         0.00719054      0.00301569
0.245  1.85   0.341  127.2  0.0120268        0.00563369      0.00511377
0.245  1.85   0.34   142.3  0.0110904        0.0158836       0.0010477
0.245  1.85   0.34   157.4  0.0222582        0.0203346       0.00129786
0.245  1.85   0.34   202.6  -0.0444914       0.0241104       0.0201511
0.245  1.85   0.34   217.7  -0.0459564       0.0285096       0.00746808
0.245  1.85   0.341  232.8  -0.00830685      0.0066388       0.00491634
0.245  1.849  0.341  247.8  -0.0259158       0.0129126       0.00258851
0.245  1.848  0.341  262.9  -0.0195864       0.0082425       0.00214324
0.244  1.848  0.341  278    -0.0173144       0.00623885      0.00185363
0.244  1.847  0.341  293.1  -0.0502365       0.00848985      0.00925166
0.244  1.846  0.342  308.2  -0.0841983       0.013689        0.00748314
0.244  1.846  0.343  323.3  -0.0838706       0.0117937       0.00879436
0.244  1.845  0.45   36.5   0.0200355        0.00735252      0.00309369
0.244  1.846  0.449  51.7   0.0214655        0.00579413      0.00317708
0.244  1.847  0.448  66.8   0.0173471        0.00618825      0.00340187
0.245  1.848  0.448  82     0.00985326       0.00524736      0.0094254
0.245  1.848  0.447  97.1   0.0168051        0.00576873      0.0023511
0.245  1.849  0.447  112.1  0.00838359       0.00553487      0.00239286
0.245  1.85   0.447  232.8  -0.0082968       0.00633079      0.00352778
0.245  1.849  0.447  247.9  -0.00417801      0.00577865      0.00118526
0.245  1.848  0.447  262.9  -0.00327354      0.00356048      0.00241539
0.245  1.848  0.448  278    -0.00744611      0.00363216      0.00177513
0.244  1.847  0.448  293.2  -0.0261016       0.00490597      0.00201817
0.244  1.846  0.449  308.3  -0.0158931       0.00802022      0.0087119
0.244  1.845  0.45   323.5  -0.0335381       0.00845041      0.00602071
0.244  1.844  0.608  36.4   0.0155923        0.00482857      0.00205516
0.245  1.845  0.607  51.6   0.0242408        0.00388655      0.00373008
0.245  1.846  0.606  66.8   0.00695599       0.00235316      0.000795131
0.245  1.848  0.605  81.9   0.00587822       0.00461117      0.00135358
0.245  1.848  0.605  97     0.00692654       0.00373986      0.00164099
0.245  1.849  0.605  112.1  0.0182698        0.00566293      0.0010653
0.245  1.85   0.604  172.5  0.0257779        0.0220519       0.00150309
0.245  1.848  0.605  263    -0.00402498      0.00307824      0.00151647
0.245  1.848  0.605  278.1  -0.0138434       0.00358549      0.00125671
0.245  1.846  0.606  293.2  -0.00643449      0.00294516      0.00158689
0.245  1.845  0.607  308.4  -0.00284981      0.00466035      0.00183917
0.244  1.844  0.608  323.6  -0.018934        0.00597615      0.00556723
0.245  1.828  0.9    23.4   0.00831761       0.0109687       0.00627901
0.245  1.842  0.87   36.3   0.00471204       0.00223485      0.000654979
0.245  1.844  0.87   51.6   0.0013585        0.0015745       0.000495637
0.245  1.846  0.869  66.7   0.00262609       0.00155163      0.000357662
0.245  1.847  0.868  81.9   -0.000747736     0.00121472      0.00104652
0.245  1.848  0.867  97     -0.00129519      0.00217809      0.00202338
0.245  1.85   0.866  157.3  0.0105284        0.00776713      0.00167027
0.245  1.851  0.866  172.5  -0.000535307     0.00134292      0.00317024
0.245  1.851  0.866  187.5  -0.0108382       0.0350803       0.00492715
0.245  1.85   0.866  202.7  0.0125862        0.010688        0.000733893
0.245  1.848  0.867  263    -0.0061271       0.00381055      0.000510428
0.245  1.847  0.868  278.1  -0.00130175      0.00290939      0.00102337
0.245  1.846  0.869  293.3  0.0010723        0.00131145      0.000769203
0.245  1.844  0.87   308.4  0.00362154       0.00298135      0.00125072
0.245  1.842  0.87   323.7  -0.00504753      0.00318735      0.001273
0.245  1.828  0.9    336.6  -0.00440323      0.00561741      0.000847325
0.245  1.828  1.407  7.6    0.00268149       0.00181016      0.000887113
0.245  1.836  1.372  21.4   -0.000979158     0.0014983       0.00159354
0.245  1.84   1.386  36.4   -0.000330849     0.00101075      0.00136051
0.245  1.844  1.389  51.6   0.00177602       0.000727974     0.000547009
0.245  1.845  1.388  66.7   0.000482578      0.000426975     0.000106987
0.244  1.853  1.387  142.4  -0.00182658      0.00531089      0.000639151
0.245  1.854  1.386  157.6  -0.000762794     0.00380631      0.000241602
0.242  1.849  1.384  172.1  -0.000872058     0.000518687     0.000588362
0.242  1.849  1.384  187.9  -0.00260317      0.001145        0.000283313
0.244  1.853  1.387  217.6  -0.00209243      0.00262156      0.000745563
0.245  1.85   1.385  232.8  -0.00358454      0.00466511      0.000209013
0.245  1.847  1.387  278.2  0.00627423       0.00550686      0.000413968
0.245  1.845  1.388  293.3  0.000665888      0.000713237     0.000329689
0.245  1.844  1.389  308.4  -0.000306833     0.00095292      0.000743573
0.245  1.84   1.386  323.6  0.000564257      0.00101768      0.000192711
0.245  1.836  1.372  338.6  -0.000491199     0.00109589      0.000511312
0.245  1.828  1.407  352.4  0.00148448       0.00136598      0.00314403
0.245  2.159  0.109  7.5    -0.0979284       0.058585        0.0298209
0.244  2.166  0.11   22.5   0.106024         0.0447357       0.0129077
0.244  2.173  0.11   37.3   0.187308         0.0358023       0.0223504
0.244  2.174  0.11   52.2   0.12787          0.034752        0.0248842
0.244  2.174  0.109  67.2   0.099893         0.0394521       0.0213478
0.244  2.175  0.109  82.2   0.131697         0.0283154       0.0242133
0.245  2.176  0.109  97.2   0.0536005        0.0186975       0.00655471
0.245  2.177  0.109  112.3  0.0108385        0.0166424       0.00500018
0.245  2.178  0.109  127.3  0.0292356        0.0175332       0.00613293
0.245  2.179  0.109  157.4  0.0372055        0.0165244       0.00574339
0.245  2.179  0.109  172.5  0.0117057        0.0166799       0.0131899
0.245  2.179  0.109  202.6  -0.0149482       0.0120102       0.0445329
0.245  2.178  0.109  217.6  -0.0201385       0.0132551       0.00393812
0.245  2.178  0.109  232.7  -0.0373826       0.013204        0.00375735
0.245  2.177  0.109  247.7  -0.0737265       0.0193559       0.00620571
0.245  2.176  0.109  262.8  -0.0542975       0.024182        0.013882
0.244  2.175  0.109  277.8  -0.117891        0.0264934       0.0178847
0.244  2.174  0.109  292.8  -0.110631        0.038395        0.01887
0.244  2.174  0.11   307.8  -0.142828        0.0358275       0.02371
0.244  2.173  0.11   322.7  -0.124073        0.0314362       0.0110825
0.244  2.166  0.11   337.5  -0.169685        0.0466878       0.01628
0.245  2.159  0.109  352.5  0.0667498        0.0574878       0.0130869
0.246  2.113  0.153  7.6    0.0923263        0.0751821       0.0138109
0.245  2.133  0.153  22.7   0.0905319        0.0470379       0.0319042
0.245  2.167  0.154  37.4   0.0338523        0.0295879       0.00660494
0.244  2.176  0.154  52.1   0.102284         0.0218237       0.0114531
0.245  2.176  0.154  67.1   0.17885          0.0266423       0.0264204
0.245  2.176  0.153  82.1   0.0720375        0.0267542       0.00809118
0.245  2.177  0.153  97.2   0.058264         0.0159469       0.00654173
0.245  2.177  0.153  112.2  0.0202814        0.01201         0.00712833
0.245  2.178  0.153  127.3  0.0461417        0.0116948       0.00850331
0.245  2.179  0.153  142.3  0.0196444        0.0095742       0.00652204
0.245  2.179  0.153  157.4  0.0195705        0.00852262      0.0014216
0.245  2.179  0.153  172.5  0.00853549       0.00766172      0.00497956
0.245  2.179  0.153  187.5  -0.0173831       0.0115788       0.00575175
0.245  2.179  0.153  202.6  -0.0143583       0.00842756      0.00448945
0.245  2.179  0.153  217.7  -0.0155928       0.00831537      0.00418354
0.245  2.178  0.153  232.7  -0.0662232       0.0132569       0.00478621
0.245  2.177  0.153  247.8  -0.0723895       0.0197182       0.0127655
0.245  2.177  0.153  262.8  -0.0662715       0.015863        0.00728135
0.245  2.176  0.153  277.9  -0.0384332       0.0163455       0.00806243
0.245  2.176  0.154  292.9  -0.0841425       0.0201257       0.00952243
0.244  2.176  0.154  307.9  -0.0454563       0.0233425       0.00556411
0.245  2.167  0.154  322.6  -0.123412        0.0336978       0.0111374
0.245  2.133  0.153  337.3  -0.070057        0.0376803       0.0150941
0.246  2.113  0.153  352.4  0.205684         0.074101        0.0504763
0.245  2.177  0.204  52     0.121572         0.0185458       0.00828022
0.245  2.176  0.204  67     0.112676         0.0163547       0.00995165
0.245  2.176  0.203  82.1   0.0526606        0.0134896       0.00416244
0.245  2.177  0.203  97.2   0.040203         0.0123832       0.00734474
0.245  2.177  0.203  112.2  0.0543881        0.0125007       0.00532536
0.245  2.178  0.203  127.3  0.00716399       0.0105114       0.00301951
0.245  2.178  0.203  142.3  0.013019         0.0131217       0.00558433
0.245  2.179  0.203  157.4  0.0243689        0.00685708      0.00184458
0.245  2.179  0.203  172.5  -0.00173907      0.0079787       0.00253526
0.245  2.179  0.203  187.5  0.0137631        0.0105559       0.00262414
0.245  2.178  0.203  217.7  -0.021998        0.00948664      0.00271422
0.245  2.178  0.203  232.7  -0.0500812       0.0108078       0.00463001
0.245  2.177  0.203  247.8  -0.0283289       0.0121397       0.00474453
0.245  2.177  0.203  262.8  -0.0386707       0.0109056       0.00481812
0.245  2.176  0.203  277.9  -0.0791814       0.0150647       0.00723295
0.245  2.176  0.204  293    -0.0227279       0.017269        0.0127879
0.245  2.177  0.204  308    -0.107513        0.0224244       0.0159706
0.245  2.137  0.263  37.8   0.070484         0.0234622       0.0105137
0.245  2.176  0.263  51.9   0.0908508        0.0131507       0.00919173
0.245  2.175  0.262  67     0.0801999        0.0131058       0.00819081
0.245  2.175  0.262  82.1   0.0454752        0.0121468       0.00695142
0.245  2.176  0.262  97.1   0.048872         0.00921432      0.00330963
0.245  2.177  0.262  112.2  0.0165651        0.00687857      0.00227187
0.245  2.178  0.262  127.3  0.0153889        0.00626801      0.00378335
0.245  2.178  0.262  142.3  0.00167809       0.00885925      0.00580204
0.245  2.179  0.262  157.4  0.00107257       0.00433365      0.000380555
0.245  2.179  0.262  172.5  0.0106773        0.00634943      0.00252573
0.245  2.179  0.262  187.5  -0.0159855       0.00778719      0.00275778
0.245  2.179  0.262  202.6  -0.00484533      0.00511147      0.00182201
0.245  2.178  0.262  217.7  -0.00736796      0.00597919      0.00381298
0.245  2.178  0.262  232.7  0.00984331       0.0081873       0.00440094
0.245  2.177  0.262  247.8  -0.00881239      0.00925713      0.00866581
0.245  2.176  0.262  262.9  -0.0239812       0.00751942      0.00178572
0.245  2.175  0.262  277.9  -0.0184119       0.00753421      0.0043367
0.245  2.175  0.262  293    -0.0762743       0.012063        0.00735454
0.245  2.176  0.263  308.1  -0.0784825       0.0157717       0.00991408
0.245  2.137  0.263  322.2  -0.164172        0.0256532       0.0904348
0.246  2.135  0.342  38.1   0.0629375        0.0234923       0.00561489
0.245  2.174  0.341  51.8   0.0549858        0.00835626      0.00374272
0.245  2.174  0.341  66.9   0.031058         0.00796465      0.0037488
0.245  2.175  0.341  82     0.0221654        0.00727728      0.00302722
0.245  2.176  0.341  97.1   0.0432571        0.00738922      0.00302235
0.245  2.176  0.34   112.2  0.00712266       0.00516465      0.00158021
0.245  2.177  0.34   127.3  0.0242806        0.00643682      0.00208419
0.245  2.178  0.34   142.3  0.00578062       0.00504162      0.00265431
0.245  2.178  0.34   157.4  0.00561208       0.00397771      0.00170342
0.245  2.179  0.34   172.5  -0.000942471     0.00422528      0.00143271
0.245  2.179  0.34   187.5  0.000953184      0.00347603      0.00286875
0.245  2.178  0.34   202.6  -0.00167643      0.00440152      0.00227179
0.245  2.178  0.34   217.7  -0.0148717       0.00376694      0.00137354
0.245  2.177  0.34   232.7  -0.01707         0.00463812      0.00291296
0.245  2.176  0.34   247.8  -0.0064937       0.00670787      0.00501328
0.245  2.176  0.341  262.9  -0.0175317       0.00711565      0.00147878
0.245  2.175  0.341  278    -0.0181926       0.00611863      0.00411601
0.245  2.174  0.341  293.1  -0.0396595       0.00897903      0.00315873
0.245  2.174  0.341  308.2  -0.0375832       0.0103774       0.00395857
0.246  2.135  0.342  321.9  -0.0885833       0.0257865       0.842235
0.245  2.141  0.45   37.9   0.0710583        0.014348        0.00434111
0.245  2.171  0.448  51.7   0.0328393        0.00535281      0.00229854
0.245  2.172  0.448  66.9   0.0231745        0.00457042      0.00238983
0.245  2.174  0.447  82     0.0152505        0.00525344      0.00251386
0.245  2.175  0.447  97.1   0.00595836       0.00416201      0.00280113
0.245  2.176  0.447  112.2  0.0169887        0.00451897      0.00192915
0.245  2.177  0.447  127.3  -0.00141953      0.00210293      0.000762228
0.245  2.178  0.447  142.3  -0.00219725      0.00296996      0.000935119
0.245  2.178  0.447  157.4  0.00425648       0.00472481      0.000719117
0.245  2.178  0.447  172.5  -0.00414145      0.00383602      0.00242453
0.245  2.178  0.447  187.5  -0.00631635      0.00599598      0.00252003
0.245  2.178  0.447  202.6  -0.00351183      0.00318374      0.00211599
0.245  2.178  0.447  217.7  -0.00506471      0.00291189      0.000376207
